Gene Symbol,Name,Entrez GeneId,Genome Location,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms
STIL,SCL/TAL1 interrupting locus,6491,1:47251136-47310319,1p32,yes,,T-ALL,,,L,Dom,,T,TAL1,,,"STIL,SIL,Q15468,ENSG00000123473,6491"
STK11,serine/threonine kinase 11 gene (LKB1),6794,19:1206914-1226647,19p13.3,yes,yes,"NSCLC, pancreatic","jejunal hamartoma, ovarian, testicular, pancreatic",Peutz-Jeghers syndrome,"E, M, O",Rec,,"D, Mis, N, F, S",,,,"6794,LKB1,PJS,Q15831,ENSG00000118046,STK11"
STRN,"striatin, calmodulin binding protein",6801,2:36849456-36966463,2p22.2,yes,,"anaplastic thyroid, papillary thyroid, lung",,,E,Dom,,T,ALK,,,"6801,ENSG00000115808,MGC125642,SG2NA,O43815,STRN"
SUFU,suppressor of fused homolog (Drosophila),51684,10:102504153-102630155,10q24.32,yes,yes,medulloblastoma,medulloblastoma,medulloblastoma predisposition,O,Rec,,"D, F, S",,,,"51684,RP11-47A8_1,SUFUH,Q9UMX1,SUFUXL,PRO1280,ENSG00000121410,SUFU"
SUZ12,suppressor of zeste 12 homolog (Drosophila),23512,17:31937247-31999003,17q11.2,yes,,endometrial stromal tumour,,,M,Dom,,T,JAZF1,,,"23512,CHET9,JJAZ1,KIAA0160,Q15022,ENSG00000178691,SUZ12"
SYK,spleen tyrosine kinase,6850,9:90843899-90895600,9q22,yes,,"MDS, peripheral T-cell lymphoma",,,L,Dom,oncogene,T,"ETV6, ITK",,,"SYK,P43405,ENSG00000165025,6850"
TAF15,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa",8148,17:35809571-35846946,17q11.1-q11.2,yes,,"extraskeletal myxoid chondrosarcoma, ALL",,,"L, M",Dom,,T,"NR4A3, CHN1, ZNF384",,,"8148,hTAFII68,Q92804,Npl3,RBP56,TAF2N,ENSG00000172660,TAF15"
TAL1,T-cell acute lymphocytic leukemia 1 (SCL),6886,1:47219720-47225888,1p32,yes,,lymphoblastic leukaemia/biphasic,,,L,Dom,,T,"TRD, STIL",,,"TAL1,TCL5,tal-1,P17542,SCL,ENSG00000162367,6886"
TAL2,T-cell acute lymphocytic leukemia 2,6887,9:108424779-108425393,9q31,yes,,T-ALL,,,L,Dom,,T,TRB,,,"6887,Q16559,TAL2"
TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,79718,3:177025498-177064977,3q26.32,yes,,"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma",,,"L, E, M",Rec,,"F, Mis",,,,"79718,C21,DC42,FLJ12894,IRA1,TBLR1,TBL1XR1"
TBX3,T-box 3,6926,12:114671841-114683200,12q24.21,yes,,"breast, large intestine, skin",,,E,Dom,oncogene/TSG,"Mis, N, F, O",,yes,ulnar-mammary syndrome,"ENSG00000135111,TBX3-ISO,UMS,XHL,O15119,TBX3,6926"
TCEA1,"transcription elongation factor A (SII), 1",6917,8:53970288-53984488,8q11.2,yes,,salivary adenoma,,,E,Dom,,T,PLAG1,,,"6917,ENSG00000187735,TCEA1"
TCF12,"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)",6938,15:56919914-57288514,15q21,yes,,extraskeletal myxoid chondrosarcoma,,,M,Dom,,T,NR4A3,,,"6938,HEB,HTF4,HsT17266,ENSG00000140262,TCF12"
TCF3,transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),6929,19:1611707-1650248,19p13.3,yes,,pre B-ALL,,,L,Dom,,T,"PBX1, HLF, TFPT",,,"6929,E2A,ITF1,MGC129647,MGC129648,P15923,ENSG00000071564,TCF3"
TCF7L2,transcription factor 7-like 2,6934,10:112950757-113165972,10q25.3,yes,,colorectal,,,E,Dom,,T,VTI1A,,,"6934,ENSG00000148737,TCF-4,TCF7L2"
TCL1A,T-cell leukemia/lymphoma 1A,8115,14:95711755-95714066,14q32.1,yes,,T-CLL,,,L,Dom,,T,TRA,,,"TCL1A,P56279,TCL1,ENSG00000100721,8115"
TCL6,T-cell leukemia/lymphoma 6,27004,14:95665061-95671429,14q32.1,yes,,T-ALL,,,L,Dom,,T,TRA,,,"TCL6,P56847,ENSG00000187621,27004"
TERT,telomerase reverse transcriptase,7015,5:1253728-1294989,5p15.33,yes,yes,"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types",melanoma,,"E, O",Dom,,Promoter Mis,,yes,"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1","TERT,EST2,TP2,TRT,TCS1,hEST2,7015,O14746,O14783,Q2XS35,Q8N6C3,Q8NG46"
TET1,tet methylcytosine dioxygenase 1,80312,10:68572340-68691815,10q21,yes,,AML,,,L,Dom,oncogene/TSG,T,KMT2A,,,"CXXC6,KIAA1676,LCX,Q8NFU7,TET1,bA119F7_1,CXXC6,ENSG00000138336,80312"
TET2,tet oncogene family member 2,54790,4:105233943-105276519,4q24,yes,,MDS,,,L,Rec,TSG,"Mis, N, F",,,,"Q6N021,TET2-202,54790,ENSG00000168769,FLJ20032,KIAA1546,MGC125715"
TFE3,transcription factor binding to IGHM enhancer 3,7030,X:49030158-49043226,Xp11.22,yes,,"papillary renal, alveolar soft part sarcoma, renal",,,E,Dom,,T,"SFPQ, ASPSCR1, PRCC, NONO, CLTC",,,"7030,RCCP2,TFEA,ENSG00000068323,TFE3"
TFEB,transcription factor EB,7942,6:41684599-41691213,6p21,yes,,renal cell carcinoma (childhood epithelioid),,,"E,M",Dom,,T,ALPHA,,,"TFEB,TCFEB,AlphaTFEB,P19484,ENSG00000112561,7942"
TFG,TRK-fused gene,10342,3:100713687-100748532,3q11-q12,yes,,"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma",,,"E, L, M",Dom,,T,"NTRK1, ALK, NR4A3",,,"10342,TF6,Q92734,ENSG00000114354,TFG"
TFPT,TCF3 (E2A) fusion partner (in childhood leukaemia),29844,19:54107050-54115269,19q13,yes,,pre-B ALL,,,L,Dom,,T,TCF3,,,"TFPT,P0C1Z6,ENSG00000105619,29844"
TFRC,"transferrin receptor (p90, CD71)",7037,3:196051942-196077099,3q29,yes,,NHL,,,L,Dom,,T,BCL6,,,"7037,P02786,CD71,TFR1,ENSG00000072274,TFRC"
TGFBR2,transforming growth factor beta receptor II,7048,3:30606884-30691599,3p22,yes,yes,"head and neck, colorectal",colorectal,Hereditary Nonpolyposis Colorectal Cancer type 6,E,Rec,TSG,"Mis, F, N",,yes,Loeys-Dietz syndrome 2,"7048,AAT3,HNPCC6,MFS2,TGFR-2,FAA3,TAAD2,RIIC,TGFbeta-RII,P37173,ENSG00000163513,TGFBR2"
THRAP3,thyroid hormone receptor associated protein 3 (TRAP150),9967,1:36282564-36304017,1p34.3,yes,,aneurysmal bone cyst,,,M,Dom,,T,USP6,,,"9967,MGC133082,Q9Y2W1,MGC133083,TRAP150,FLJ22082,ENSG00000054118,THRAP3"
TLX1,"T-cell leukemia, homeobox 1 (HOX11)",3195,10:101131543-101136914,10q24,yes,,T-ALL,,,L,Dom,,T,"TRB, TRD",,,"TLX1,P31314,HOX11,TCL3,ENSG00000107807,3195"
TLX3,"T-cell leukemia, homeobox 3 (HOX11L2)",30012,5:171309367-171311600,5q35.1,yes,,T-ALL,,,L,Dom,,T,BCL11B,,,"TLX3,O43711,RNX,HOX11L2,ENSG00000164438,30012"
TMPRSS2,"transmembrane protease, serine 2",7113,21:41466142-41498133,21q22.3,yes,,prostate,,,E,Dom,,T,"ERG, ETV1, ETV4, ETV5",,,"TMPRSS2,PRSS10,O15393,ENSG00000184012,7113"
TNFAIP3,"tumor necrosis factor, alpha-induced protein 3",7128,6:137871228-137881319,6q23,yes,,"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL",,,L,Rec,,"D, N, F",,,,"7128,TNFA1P2,P21580,MGC138688,A20,MGC104522,MGC138687,OTUD7C,ENSG00000118503,TNFAIP3"
TNFRSF14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",8764,1:2556665-2563273,1p36.32,yes,,follicular lymphoma,,,L,Rec,,"Mis, N, F",,,,"TNFRSF14,Q92956,HVEA,HVEM,LIGHTR,ATAR,TR2,ENSG00000157873,8764"
TNFRSF17,"tumor necrosis factor receptor superfamily, member 17",608,16:11965325-11967847,16p13.1,yes,,intestinal T-cell lymphoma,,,L,Dom,,T,IL2,,,"608,BCMA,BCM,Q02223,CD269,ENSG00000048462,TNFRSF17"
TOP1,topoisomerase (DNA) I,7150,20:41029068-41123297,20q12-q13.1,yes,,AML*,,,L,Dom,,T,NUP98,,,"7150,RP3-511B24_2,P11387,TOPI,ENSG00000198900,TOP1"
TP53,tumor protein p53,7157,17:7669609-7676594,17p13,yes,yes,"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types","breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types",Li-Fraumeni syndrome,"L, E, M, O",Rec,TSG,"Mis, N, F, T",NTRK1,,,"7157,TRP53,p53,P53,LFS1,P04637,ENSG00000141510,TP53"
TPM3,tropomyosin 3,7170,1:154157639-154183119,1q22-q23,yes,,"papillary thyroid, ALCL, NSCLC, Spitzoid tumour",,,"E, L",Dom,,T,"NTRK1, ALK, ROS1",,,"7170,ENSG00000143549,TPM3"
TPM4,tropomyosin 4,7171,19:16076567-16101347,19p13.1,yes,,ALCL,,,L,Dom,,T,ALK,,,"TPM4,P67936,ENSG00000167460,7171"
TPR,translocated promoter region,7175,1:186313971-186375028,1q25,yes,,"papillary thyroid, NSCLC",,,E,Dom,,T,"NTRK1, ALK",,,"TPR,P12270,7175"
TRA,T cell receptor alpha locus,6955,14:-,14q11.2,yes,,T-ALL,,,L,Dom,,T,"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6",,,
TRAF7,tumour necrosis factor receptor-associated factor 7,84231,16:2163921-2176574,16p13.3,yes,,meningioma,,,O,Dom,,Mis,,,,"TRAF7,DKFZp586I021,RFWD1,Q6Q0C0,MGC7807,RNF119,ENSG00000131653,84231"
TRB,T cell receptor beta locus,6957,7:-,7q34,yes,,T-ALL,,,L,Dom,,T,"HOX11, LCK, NOTCH1, TAL2, LYL1",,,
TRD,T cell receptor delta locus,6964,14:-,14q11.2,yes,,T-cell leukaemia,,,L,Dom,,T,"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17",,,
TRIM24,tripartite motif containing 24,8805,7:138460549-138584951,7q32-q34,yes,,APL,,,L,Dom,,T,RARA,,,"TRIM24,O15164,PTC6,RNF82,TIF1,Tif1a,hTIF1,TIF1A,TF1A,TIF1ALPHA,ENSG00000122779,8805"
TRIM27,tripartite motif-containing 27,5987,6:28904070-28923632,6p22,yes,,papillary thyroid,,,E,Dom,,T,RET,,,"RFP,DASS-46L4_6,TRIM27,RNF76,ENSG00000234495,5987,RFP"
TRIM33,"tripartite motif-containing 33 (PTC7,TIF1G)",51592,1:114397648-114511076,1p13,yes,,papillary thyroid,,,E,Dom,,T,RET,,,"TRIM33,RFG7,TIF1GAMMA,TIFGAMMA,PTC7,TIF1G,FLJ32925,TF1G,Q9UPN9,ENSG00000197323,51592"
TRIP11,thyroid hormone receptor interactor 11,9321,14:91969673-92039685,14q31-q32,yes,,AML,,,L,Dom,,T,PDGFRB,,,"9321,Q15643,CEV14,Trip230,ENSG00000100815,TRIP11"
TRRAP,transformation/transcription domain-associated protein,8295,7:98881151-99012355,7q21.2-q22.1,yes,,melanoma,,,E,Dom,oncogene,Mis,,,,"8295,TR-AP,Tra1,STAF40,FLJ10671,PAF350/400,PAF400,Q9Y4A5,ENSG00000196367,TRRAP"
TSC1,tuberous sclerosis 1 gene,7248,9:132896235-132928872,9q34,yes,yes,"renal cell carcinoma, bladder carcinoma","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 1,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"TSC1,KIAA0243,hamartin,LAM,MGC86987,TSC,ENSG00000165699,7248"
TSC2,tuberous sclerosis 2 gene,7249,16:2048616-2088610,16p13.3,yes,yes,"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC","hamartoma, renal cell carcinoma, tuberous sclerosis tuber",Tuberous sclerosis 2,"E, O",Rec,TSG,"D, Mis, N, F, S",,,,"7249,FLJ43106,TSC4,tuberin,LAM,ENSG00000103197,TSC2"
TSHR,thyroid stimulating hormone receptor,7253,14:80955681-81144353,14q31,yes,yes,toxic thyroid adenoma,thyroid adenoma,,E,Dom,,Mis,,yes,"Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism","7253,hTSHR-I,LGR3,MGC75129,ENSG00000165409,TSHR"
TTL,tubulin tyrosine ligase,150465,2:112482346-112528796,2q13,yes,,ALL,,,L,Dom,,T,ETV6,,,"TTL,2410003M22Rik,Q8NG68,MGC46235,ENSG00000114999,150465"
U2AF1,U2 small nuclear RNA auxiliary factor 1,7307,21:43093102-43107494,21q22.3,yes,,"CLL, MDS",,,L,Dom,,Mis,,,,"7307,ENSG00000160201,DKFZp313J1712,FP793,RN,RNU2AF1,U2AF35,U2AFBP,Q01081,U2AF1"
UBR5,ubiquitin protein ligase E3 component n-recognin 5,51366,8:102254302-102412234,8q22,yes,,"mantle cell lymphoma, gastric, colorectal",,,"L, E",Rec,,"F, N, Mis, S",,,,"EDD1,EDD,FLJ11310,O95071,DD5,MGC57263,HYD,KIAA0896,EDD1,ENSG00000104517,51366"
USP6,ubiquitin specific peptidase 6 (Tre-2 oncogene),9098,17:5130368-5148597,17p13,yes,,aneurysmal bone cyst,,,M,Dom,,T,"COL1A1, CDH11, CNBP, OMD, THRAP3",,,"9098,TRE2,HRP1,Tre-2,TRE17,ENSG00000129204,USP6"
USP8,ubiquitin specific peptidase 8,9101,15:50439074-50499088,15q21.1,yes,,corticotroph adenoma,,,E,Dom,oncogene,"Mis, N",,,,"9101,FLJ34456,HumORF8,UBPY,MGC129718,P40818,KIAA0055,ENSG00000138592,USP8"
VHL,von Hippel-Lindau syndrome gene,7428,3:10141848-10149965,3p25,yes,yes,"renal, haemangioma, pheochromocytoma","renal, haemangioma, pheochromocytoma",Von Hippel-Lindau syndrome,"E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"P40337,HRCA1,VHL1,RCA1,ENSG00000134086,VHL,7428"
VTI1A,vesicle transport through interaction with t-SNAREs homolog 1A,143187,10:112447374-112815383,10q25.2,yes,,colorectal,,,E,Dom,,T,TCF7L2,,,"Vti1-rp2,ENSG00000151532,VTI1A,143187,MVti1"
WAS,Wiskott-Aldrich syndrome,7454,X:48683854-48691162,Xp11.23-p11.22,,yes,,lymphoma,Wiskott-Aldrich syndrome,L,Rec/X,,"Mis, N, F, S",,,,"WAS,P42768,IMD2,THC,WASP,ENSG00000015285,7454"
WHSC1,Wolf-Hirschhorn syndrome candidate 1(MMSET),7468,4:1900655-1978909,4p16.3,yes,,MM,,,L,Dom,,T,IGH,,,"O96028,7468,WHSC1_ENST00000382891,FLJ23286,KIAA1090,MGC176638,MMSET,NSD2,REIIBP,TRX5,WHS"
WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3),54904,8:38317956-38348171,8p12,yes,,AML,,,L,Dom,,T,NUP98,,,"54904,ENSG00000147548,WHSC1L1"
WIF1,WNT inhibitory factor 1,11197,12:65051349-65121191,12q14.3,yes,,pleomorphic salivary gland adenoma,,,E,Dom,,T,HMGA2,,,"11197,WIF-1,ENSG00000156076,WIF1"
WRN,Werner syndrome (RECQL2),7486,8:31058448-31173102,8p12-p11.2,,yes,,"osteosarcoma, meningioma, other tumour types",Werner syndrome,"L, E, M, O",Rec,,"Mis, N, F, S",,,,"7486,RECQL2,RECQ3,Q14191,ENSG00000165392,WRN"
WT1,Wilms tumour 1 gene,7490,11:32389058-32435141,11p13,yes,yes,"Wilms tumour, desmoplastic small round cell tumour",Wilms tumour,"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour",O,Rec,,"D, Mis, N, F, S, T",EWSR1,,,"7490,WAGR,WIT-2,GUD,WT33,ENSG00000184937,WT1"
WWTR1,WW domain containing transcription regulator 1,25937,3:149520805-149657306,3q23-q24,yes,,epithelioid haemangioendothelioma,,,M,Dom,,T,CAMTA1,,,"25937,ENSG00000018408,DKFZP586I1419,Q9GZV5,WWTR1"
XPA,"xeroderma pigmentosum, complementation group A",7507,9:97675439-97697292,9q22.3,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (A),E,Rec,TSG,"Mis, N, F, S",,,,"7507,XPAC,P23025,XP1,ENSG00000136936,XPA"
XPC,"xeroderma pigmentosum, complementation group C",7508,3:14145941-14178568,3p25,,yes,,"skin basal cell, skin squamous cell, melanoma",xeroderma pigmentosum (C),E,Rec,TSG,"Mis, N, F, S",,,,"7508,XP3,XPCC,ENSG00000154767,XPC"
XPO1,"exportin 1 (CRM1 homolog, yeast)",7514,2:61478820-61533897,2p15,yes,,CLL,,,L,Dom,,Mis,,,,"7514,DKFZp686B1823,CRM1,O14980,ENSG00000082898,XPO1"
YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)",7531,17:1345447-1400110,17p13.3,yes,,endometrial stromal sarcoma,,,M,Dom,,T,"NUTM2A, NUTM2B",yes,Miller-Dieker lissencephaly syndrome,"7531,P62258,14-3-3E,KCIP-1,MDCR,MDS,FLJ45465,14-3-3 epsilon,ENSG00000108953,YWHAE"
ZBTB16,zinc finger and BTB domain containing 16,7704,11:114063302-114250556,11q23.1,yes,,APL,,,L,Dom,,T,RARA,,,"7704,Q05516,PLZF,ZNF145,ENSG00000109906,ZBTB16"
ZCCHC8,"zinc finger, CCHC domain containing 8",55596,12:122473497-122500840,12q24.31,yes,,Spitzoid tumour,,,E,Dom,,T,ROS1,,,"Q6NZY4,ZCCHC8,55596,ENSG00000033030,DKFZp434E2220"
ZFHX3,zinc finger homeobox 3,463,16:72787164-72960145,16q22.3,yes,,"endometrial, gastric, prostate",,,E,Dom,TSG,"Mis, N",,,,"463,ATBT,ZFHX3,Q15911,ENSG00000140836,ZFHX3"
ZNF198,zinc finger protein 198,7750,13:19993073-20086014,13q11-q12,yes,,"MPN, NHL",,,L,Dom,,T,FGFR1,,,"7750,ZMYM2,Q9UBW7,MYM,FIM,RAMP,ENSG00000121741,ZNF198"
ZNF278,zinc finger protein 278 (ZSG),23598,22:31341405-31345602,22q12-q14,yes,,Ewing sarcoma,,,M,Dom,,T,EWSR1,,,"23598,ENSG00000100105,PATZ1"
ZNF331,zinc finger protein 331,55422,19:53569378-53577953,19q13.3-q13.4,yes,,follicular thyroid adenoma,,,E,Dom,,T,?,,,"ZNF331,Q9NQX6,ZNF463,RITA,ZNF361,ENSG00000130844,55422"
ZNF384,zinc finger protein 384 (CIZ/NMP4),171017,12:6667714-6679520,12p13,yes,,ALL,,,L,Dom,,T,"EWSR1, TAF15",,,"171017,ENSG00000126746,ZNF384"
ZNF521,zinc finger protein 521,25925,18:25062712-25350946,18q11.2,yes,,ALL,,,L,Dom,,T,PAX5,,,"25925,EHZF,Evi3,DKFZp564D0764,MGC142182,MGC142208,ENSG00000198795,ZNF521"
ZRSR2,"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2",8233,X:15790496-15823242,Xp22.1,yes,,"MDS, CLL",,,L,Rec,,"F, S, Mis",,,,"8233,URP,MGC142014,U2AF1-RS2,U2AF1L2,MGC142040,U2AF1RS2,ENSG00000169249,ZRSR2"
